id,query_string,repository_id,repository_url,project_url,version,title,description,language,doi,upload_date,download_date,download_repository_folder,download_project_folder,download_version_folder,download_method
224,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/117480,,Freie(r) Fantasien : Zur Unsichtbarkeit männlicher Intimitäten im Kontext sexueller Dienstleistungen,"Basierend auf 14 qualitativen Interviews mit heterosexuellen Männern, die sexuelle Dienstleistungen in Anspruch nehmen und unter Bezugnahme von 3 Expert*innen, untersucht diese Masterarbeit die Interaktionen zwischen Kunden und Sexarbeiter*innen. Ein zentraler Bezugspunkt ist dabei die kulturelle Darstellung des Freiers als gefährliche und unzivilisierte Figur. Mithilfe der kategorienbasierten Auswertung nach Kuckartz wird das Ziel verfolgt verschiedene Dimensionen von Intimität zu definieren und ein differenziertes Verständnis der männlichen Nachfrage zu entwickeln. Es zeigt sich, dass Sexarbeit die Möglichkeit bietet, eine vorrübergehende Entlastung von traditionellen männlichen Rollenerwartungen zu erfahren. Die Arbeit hinterfragt stereotype Vorstellungen hegemonialer Männlichkeit und untersucht die vermeintlich klare Trennlinie zwischen kommerzieller und privater Sexualität im Zuge neoliberaler Transformationsprozesse.",deu,http://dx.doi.org/10.25673/117480,2024-09,2026-04-14T20:00:53.649474+00:00,opendata,1981185920_119439_Freie(r)_Fantasien___Zur_Unsichtbarkeit_männlicher_Intimitäten_im_Kontext_sexuelle,,SCRAPING
225,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/2835,,Ausgewählte phonetische Analysen zur Umgangssprache der Stadt Halle an der Saale,"Einführend wurde in der Dissertation festgehalten, dass die Umgangssprache von Halle seit fast 50 Jahren nicht mehr dokumentiert und analysiert wurde. Die letzten Untersuchungen stammen aus den 1960er Jahren von H. Schönfeld. Bekanntlich ist Sprache starken Veränderungen unterworfen, so auch die Umgangssprache von Halle. Aus diesen Gründen beschäftigt sich die hier vorliegende Arbeit mit der Untersuchung ausgewählter phonetischer Merkmale der Umgangssprache von Halle. Forschungsgegenstand waren 27 Audioaufnahmen (Interviews) (aufgenommen von 2001 bis 2002). Anhand detaillierter Analysen konnte belegt werden, dass die Umgangssprache von Halle eine besondere phonetische Charakteristik besitzt. Dazu wurden folgende Schwerpunkte analysiert:  lautliche Eigenschaften (Konsonanten, Vokale, Diphthonge)  regionaltypische Interjektionen und Partikeln ( und )  phonetische Wörter (Klitika) Insgesamt wurden 6883 Laute, 822 Interjektionen und 246 phonetische Wörter in verschiedenen Teilkorpora untersucht, wobei vorrangig computergestützt auditiv gearbeitet wurde. Die Ergebnisse wurden von 4 bis 5 Kontrollhörern und in verschiedenen Hörergruppen verifiziert. Die Dissertation gliedert in einen theoretischen Teil (Kap. 2 bis 5) und in einen empirischen Teil (Kap. 6 bis 8). Der theoretische Teil setzt sich mit der Terminologie der ""städtischen Umgangssprache"" (Kap. 2), mit der sprachgeorafischen Einordnung der Umgangssprache von Halle und dem aktuellen Forschungsstand (Kap. 4) auseinander. Kapitel 5 stellt die aktuelle Forschungsliteratur zu den Schwerpunkten der lautlichen Besonderheiten, Interjektionen und Partikeln sowie phonetischen Wörter in der Umgangssprache von Halle vor. Die Kapitel 6 und 7 beschäftigen sich mit den Untersuchungsgrundlagen, den Hypothesen und den Ergebnissen. Das Kapitel 8 bietet eine abschließende Diskussion sowie einen Ausblick auf weitere Forschungsfragen.",deu,http://dx.doi.org/10.25673/2835,2007,2026-04-14T20:01:00.452278+00:00,opendata,1981185920_9620_Ausgewählte_phonetische_Analysen_zur_Umgangssprache_der_Stadt_Halle_an_der_Saale,,SCRAPING
226,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/31703,,Körper-Tanz-Sexualität Einfluss des choreografierten Tanzes auf die weibliche sexuelle Selbstsicherheit,"Die vorliegende Masterarbeit beschäftigt sich mit dem Gegenstand der weiblichen
sexuellen Selbstsicherheit, als Konstrukt des Modells Sexocorporel nach Jean-
Yves Desjardins. Dabei wird die Einflussnahme des choreografierten Tanzes auf
die weibliche sexuelle Selbstsicherheit untersucht. Um ein Ergebnis zu erzielen,
werden Frauen choreografisch angeleitet über einen begrenzten Zeitraum tanzen.
Den Rahmen der Arbeit bilden die theoretischen Grundlagen der Themen Körper,
Tanz und Sexualität. Demzufolge werden im Überblick die Grundlagen des Ansatzes
Sexocorporel dargestellt, die Wirkungsweise von Tanz erörtert und die Phänomenologie
des Körpers behandelt. Der jeweilige Wissens- und Forschungsstand
wird im Verlauf der theoretischen Verortung in Bezug zum Tanz und/oder
zur Sexualität betrachtet. Die Basis der Masterarbeit sind die geführten leitfadengestützten
Interviews mit den teilnehmenden Frauen, als Grundlage für die Beantwortung
der Forschungsfragen. Über das Generieren von Hypothesen wird sich
der Beantwortung der Forschungsfragen schrittweise genähert. Im Ergebnis kann
ein disziplinärer Erkenntnisgewinn erzielt werden. Die vorliegende Arbeit bewegt
in zweierlei Hinsicht wissenschaftlich und praktisch.",deu,http://dx.doi.org/10.25673/31703,2019-11-13,2026-04-14T20:01:08.474500+00:00,opendata,1981185920_31849_Körper-Tanz-Sexualität_Einfluss_des_choreografierten_Tanzes_auf_die_weibliche_sexue,,SCRAPING
227,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/117347,,Implementing ethical aspects in the development of a robotic system for nursing care : a qualitative approach,"Background:

As robotics in nursing care is still in an early explorative research phase, it is not clear which changes robotic systems will ultimately bring about in the long term. According to the approach of “Responsible Research and Innovation”, the research project “PfleKoRo” aims to anticipate and mitigate ethical risks that might be expected when starting to develop a robot. The robot under investigation is intended to be a hands-on support in nursing care in due course. Therefore, the question is which ethical risks and requirements must be considered when developing the robot.
Methods:

Guided by the British Standard for the design of robotic systems, ethical risks related to the robot’s use were identified at the outset (Step 1). This was followed by the definition of the requirements needed to mitigate ethical risks (Step 2). Professional nurses, patients and relatives were involved in focus groups and interviews in Step 1. The transcribed interviews and focus groups were then analysed using content analysis. The available literature and expert guidance were taken into account in both steps. Finally, validation and verification methods were defined (Step 3).
Results:

Sixteen professional nurses participated in three focus groups. Individual interviews were held with a total of eight patients and relatives. Ethical risks and requirements could be defined in the context of dignity, autonomy, privacy, human relationships and safety in the project. Professional nurses feared most issues relating to safety and that the robot would lead to more workload instead of relief, whereas patients and relatives frequently raised the issue of the staffing ratio. Despite the focus on possible negative consequences, participants also made uncritical or optimistic comments regarding the robot’s use in the future.
Conclusion:

Focus groups, individual interviews and existing literature revealed to some extent different ethical issues. Along with identified risks, the results suggest a general open-mindedness of nurses, patients and relatives towards the introduced robot. When investigating the ethical implications of robots for nursing care, one should include multiple perspectives and, in particular, potentially affected individuals.",eng,http://dx.doi.org/10.25673/117347,2022,2026-04-14T20:01:15.320243+00:00,opendata,1981185920_119306_Implementing_ethical_aspects_in_the_development_of_a_robotic_system_for_nursing_ca,,SCRAPING
228,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/111377,,"Von Bienchen, Blümchen und der Bechermethode : Eine Qualitative Studie zur Erforschung queerer Familienplanung mittels Samenspende in der Schweiz","Das Ziel dieser Untersuchung ist es, die Erfahrungen und Bewältigungsstrategien queerer Familienplanung mittels Insemination in der Schweiz mit Hinblick auf wesentliche Einschränkungen der Machbarkeit und Absicherung der Elternschaft durch rechtliche und strukturelle Rahmenbedingungen sichtbar zu machen. Hierfür wurden Interviews mit queer lebenden Personen, welche ihren Kinderwunsch mittel Insemination erfüllten, durchgeführt. Die Ergebnisse aus sieben qualitativen Interviews zeigen, dass die restriktiven rechtlichen Rahmenbedingungen individuelle Lösungen und Kreativität erfordern, um die Familienplanung und die Erfüllung des Kinderwunsches zu ermöglichen. Neben der vor diesem Hintergrund aufwendigen Planungsnotwendigkeit und dem in Kauf nehmen von grösseren finanziellen Ausgaben ist insbesondere die rechtliche Absicherung der Elternschaft als prekäre und herausfordernde Situation zu beschreiben. Die Verantwortung für die Absicherung des Kindesverhältnisses zu beiden Elternteilen wird von Staat und Behörden privatisiert und individualisiert. Die Paare sind darauf angewiesen, eigenständige Absicherungen und Vereinbarungen zu treffen, welche meist keine rechtliche Gültigkeit haben. Die Öffnung der Ehe durch die Ehe für alle und der darin enthaltenen einzigen Möglichkeit der Absicherung ab Geburt wird den individuellen Lebensumständen der interviewten queer lebenden Personen nicht gerecht. Es besteht Handlungsbedarf – sowohl in der zukünftigen Rechtsprechung sowie in der Beratungs- und Versorgungspraxis von queer lebenden Paaren mit Kinderwunsch. Nur so kann der ungleichen Verteilung von Optionen in der reproduktionstechnologischen Praxis entgegengewirkt werden.",deu,http://dx.doi.org/10.25673/111377,2023-10,2026-04-14T20:01:23.458389+00:00,opendata,"1981185920_113331_Von_Bienchen,_Blümchen_und_der_Bechermethode___Eine_Qualitative_Studie_zur_Erforsc",,SCRAPING
229,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/115076,,"""Weil es oft Buskinder sind"" : kulturelle Teilhabe und Jugendarbeit in peripher(isiert)en ländlichen Regionen im Spannungsfeld differenter Regionalisierungsstrategien","Der Beitrag fokussiert peripherisierungs- und raumtheoretisch sensibilisiert darauf, wie kulturelle Bildungsarbeit für Jugendliche in Relation zu den Bedingungen peripher(isiert)er ländlicher Regionen hervorgebracht wird. Gleichzeitig wird die Frage aufgeworfen, wie Akteur:innen kultureller Bildungsarbeit selbst Raumkonstruktionen in ländlichen Regionen mit hervorbringen. Dafür greift die zugrundeliegende empirische Studie einerseits auf Expert:inneninterviews mit Akteur:innen zurück, die in differenten Angeboten außerschulischer kultureller Bildungsarbeit mit Jugendlichen tätig sind und die zwischen eher hoch- und eher soziokulturellen Ausrichtungen kontrastieren. Andererseits kommen Perspektiven von Akteur:innen in den Blick, die auf kommunaler oder Landkreisebene für diesen Bereich (Mit‑)Verantwortung tragen und so die Rahmenbedingungen kultureller Bildungsarbeit mit hervorbringen. Die Rekonstruktionen machen deutlich, dass sich Akteur:innen kultureller Bildungsarbeit in ländlichen Regionen im Spannungsfeld räumlicher Zentralisierungs- und Dezentralisierungskonzepte bewegen. Diese erzeugen nicht nur in unterschiedlicher Weise Abhängigkeiten und Herausforderungen für das professionelle Handeln, sondern wirken sich darüber auch auf die Zugangs- und Teilhabemöglichkeiten Jugendlicher aus.",deu,http://dx.doi.org/10.25673/115076,2023,2026-04-14T20:01:33.624968+00:00,opendata,1981185920_117032__Weil_es_oft_Buskinder_sind____kulturelle_Teilhabe_und_Jugendarbeit_in_peripher(is,,SCRAPING
230,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/113096,,Exploring stakeholders’ perspectives on the adaptation of the Living Lab approach to dementia care : a qualitative study,"Collaborative research can promote knowledge translation and help to link care practice and research. Academic-practice partnerships enable joint research projects in collaboration between care professionals, researchers, patients, and other stakeholders. This qualitative study was conducted during the adaptation phase of the Living Lab Dementia, an academic-practice partnership for collaborative research on long-term dementia care. The aim was to explore stakeholders’ perspectives on linking care practice and research in a sustainable, research-focused partnership. Data were collected in fifteen qualitative interviews with representatives from three stakeholder groups: nursing care professionals, people with dementia, and nursing researchers. Thematic Framework Analysis resulted in five themes: (1) Access, (2) Expectations, (3) Shaping the collaboration, (4) Linking Pins, and (5) Participation. The findings suggest that care professionals expect support in implementing research results into practice. Researchers should take the lead in shaping the collaboration and create opportunities for stakeholders to get involved.",eng,http://dx.doi.org/10.25673/113096,2023,2026-04-14T20:01:39.626806+00:00,opendata,1981185920_115052_Exploring_stakeholders’_perspectives_on_the_adaptation_of_the_Living_Lab_approach,,SCRAPING
231,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/121626,,Medizinische Ernährungsbildung von Kinder- und Jugendärztinnen und –ärzten,"Einleitung: Ein  gesundes  Ernährungsverhalten  wird  von  Geburt  an  beeinflusst  und  beugt 
ernährungsassoziierten  Krankheiten  vor,  sodass  Kinder-  und  Jugendärztinnen  (KJÄ)  eine 
wichtige Rolle in der primärpräventiven Ernährungsberatung (EB) spielen. Um diese effektiv 
umzusetzen,  müssen  sie  entsprechende  Kompetenzen 
im  Bildungsweg  erlernen. 
Zielstellung:  Zusammenstellung  der  für  die  EB  notwendigen  Kompetenzen  (=  theoretische 
Basis),  Curriculaanalyse  des  Bildungswegs  von  KJÄ  bezüglich  der  Beinhaltung  dieser 
Kompetenzen, Aufdeckung von Diskrepanzen. Methode: Strukturierte Literaturrecherche zur 
Erstellung des theoretischen Kriterienkatalogs (TKK). Onlinerecherche der Aus-, Weiter-, und 
Fortbildungswege  (AWF)  und  zugehöriger  Curricula  (Ca)  für  KJÄ,  Ein-/Ausschluss  nach 
Kriterien. Überführung des TKK in deduktives Codesystem, qualitative Inhaltsanalyse der Ca 
angelehnt  an  Mayring  mit  MAXQDA  Analytics  Pro,  zusätzlich  induktive  Codeerstellung. 
Ergebnisse: Nur 1,2% der Veranstaltungen enthielten EB-bezogene Aspekte. Kompetenzen 
zur EB sind  in Ca der  AWF  von KJÄ  unterrepräsentiert,  Lehrformate (LF)  und Zeitumfänge 
(ZU) ließen sich in nur drei Ca den Kompetenzen zuordnen. Kompetenzen zur EB variierten 
inhaltlich und umfangmäßig stark zwischen den Ca des Medizinstudienganges und zwischen 
den  Fortbildungen.  Die  Ca  der  Fachärztinnenausbildung  für  KJÄ  enthielt  nur  grobe 
Schwerpunkte,  LF  und  ZU  wurden  nicht  angegeben.  Schlussfolgerung:  EB-bezogene 
Ausbildung  für  KJÄ  weist  Lücken  auf  und  variiert  stark.  Kompetenzen  zur  EB  sollten  in  Ca 
vermehrt 
integriert  und  vereinheitlicht  werden.  Eine  Chance  stellt  der  Nationale 
Kompetenzbasierte  Lernzielkatalog  Medizin  als  zukünftiges  Kerncurriculum 
für  das 
Medizinstudium dar.",deu,http://dx.doi.org/10.25673/121626,2024,2026-04-14T20:01:47.062555+00:00,opendata,1981185920_123578_Medizinische_Ernährungsbildung_von_Kinder-_und_Jugendärztinnen_und_–ärzten,,SCRAPING
232,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/101708,,Unterstützung der Informationsvermittlung durch animierte Grafiken im Kontext der Wissenschaftskommunikation am Beispiel der animationsgestützten Video-Tutorials von SCISO : Das SCISO-Projekt – eine Video-Tutorial-Kampagne der Global Young Academy und des Nationalen Instituts für Wissenschaftskommunikation,"Derzeit ist Wissenschaftskommunikation noch sehr einseitig und für die Außenwelt
wenig zugänglich. Es ist von großer Notwendigkeit, eine Brücke zu schaffen, über die
Wissenschaftler einfacher mit der Gesellschaft kommunizieren können. Hier stellen
Video-Tutorials ein mögliches, modernes Tool für Wissens- und
Informationsvermittlung dar. Zu Beginn des Jahres 2022 starteten die Global Young
Academy (GYA) und das Nationale Institut für Wissenschaftskommunikation (NaWik)
die neuartige Kampagne „Science with Society“. Für dieses Projekt wurde eine Reihe
von aktuellen Video-Tutorials rund um das Thema Wissenschaftskommunikation mit
praktischen Beispielen und wichtigen Tipps zur Umsetzung produziert. Diese Videos
sollen Nachwuchswissenschaftler dazu ermutigen, mit ihren Fragen und
Erkenntnissen an die Öffentlichkeit zu treten, sodass wissenschaftliche Informationen
möglichst niedrigschwellig konsumiert werden können.
Die Gestaltung von Video-Tutorials birgt einige Herausforderungen für die
Produzierenden. Die GYA und die NaWik wählten eine Moderatorin als Gesicht der
Kampagne und Animationen, die diese Moderatorin bei ihren Präsentationen
verschiedener Themen gestalterisch begleiten. Um festzustellen, wie die Zielgruppe
auf diese Tutorials reagiert, untersucht diese Forschungsarbeit die Einstellung und
Haltung von Nachwuchswissenschaftlern gegenüber den von SCISO produzierten
Video-Tutorials. Im Besonderen gilt es, die Rolle der Animationen in den Video-
Tutorials herauszukristallisieren. Dazu wurden zwei SCISO-Tutorials
gegenübergestellt, eines ohne und eines mit enthaltenen Animationen. Die zentralen
Faktoren, die in dieser Arbeit genauer untersucht werden, sind die
Informationsvermittlung und die Wirkung der Animationen. Die genannten Faktoren
sind anhand einer qualitativen Befragung untersucht worden. Die Studie beinhaltete
die Durchführung eines Online-Surveys und persönlicher Online-Interviews mit einer
Stichprobe von zwölf Probanden aus dem wissenschaftlichen Feld. Für die
Untersuchung wurden folgende Hypothesen aufgestellt:
H1: Ein Video-Tutorial mit integrierten Animationen erzielt eine bessere
Informationsvermittlung als ein Video-Tutorial ohne Animationen.
H2: Ein Video-Tutorial mit integrierten Animationen hat eine höhere persuasive
Wirkung als ein Video-Tutorial ohne unterstützende Animationen.
Es zeigte sich, dass sich die Probanden genauer an die Informationen aus dem Video-
Tutorial mit Animationen erinnern konnten als aus dem Video ohne Animationen.
Demnach konnte geschlussfolgert werden, dass die Informationsvermittlung des
animationsgestützten Videos im Vergleich höher ist. Auch die persuasive Wirkung
schnitt bei dem SCISO-Tutorial mit integrierten Animationen sehr positiv ab. Die
Probanden erkannten, dass sie sich mehr Informationen aus diesem Video merken
konnten und somit mehr Lerninput gegeben war. Auch die Animationen selbst erhielten
viel Zuspruch. Die Erkenntnisse brachten Aufschluss darüber, dass Video-Tutorials mit
adäquat eingesetzten Animationen die Vermittlung der Lerninhalte des Videos besser
unterstützen und außerdem zur persuasiven und ansprechenden Wirkung beim
Zuschauer beitragen. Bei zukünftigen Studien dieser Art und der Produktion weiterer
Video-Tutorials im wissenschaftlichen Kontext könnten also weitere Formen der
animationsgestützten Video-Tutorials untersucht und in Betracht gezogen werden.",deu,http://dx.doi.org/10.25673/101708,2023-04-03,2026-04-14T20:01:56.969440+00:00,opendata,1981185920_103655_Unterstützung_der_Informationsvermittlung_durch_animierte_Grafiken_im_Kontext_der,,SCRAPING
233,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/2753,,Die Anwendung der tibetischen Medizin in Indien und Nepal,"Die vorliegende Dissertation beschreibt, wie die tibetische Medizin im 21. Jahrhundert in Südasien praktiziert wird. Sie beschäftigt sich mit der Fragestellung, welche ihrer Methoden noch angewendet werden und wie sie sich in Indien und Nepal inkulturieren konnte. Dazu bin ich für drei Monate durch Indien und Nepal gereist und habe sowohl tibetische Ärzte getroffen als auch Schulen der tibetischen Medizin besucht. Zur Sammlung der Daten wurden in unterschiedlichen Arztpraxen zwei bis dreitägig alle Patienten protokolliert. Außerdem habe ich mit den Ärzten Interviews über die Anwendung ihrer Medizin geführt. So konnten am Ende der Reise folgende Themenkomplexe behandelt werden. Primär wird auf die Stellung des tibetischen Arztes im heutigen Südasien eingegangen. Dabei geht es auch darum, welche Möglichkeiten heute bestehen, tibetische Medizin zu studieren. Des weiteren wird statistisch auf die Ethnologie eingegangen. Das heißt, wer geht zum tibetischen Arzt, wie häufig und wie lange. Anschließend werden die diagnostischen und therapeutischen Methoden der tibetischen Medizin aufgezeigt und damit verglichen, wie sie heute angewendet werden. Bestehen Unterschiede zur heutigen Anwendung und zum Lehrbuch? Auch werden die Ursachen von Krankheiten in der tibetischen Medizin sowie der Krankheitsbegriff als solcher näher erläutert. Spezielle Kapitel beschäftigen sich mit weiteren wichtigen Themen der tibetischen Medizin wie der Pulsdiagnostik, den Geisteskrankheiten oder der tibetischen Pharmakologie. Letztendlich soll diese Dissertation aufzeigen, wie die tibetische Medizin im jetzigen Jahrhundert ihre Stellung in Indien und Nepal gefunden hat, wie sie es schafft, dort zu überleben, sich den neuen Gegebenheiten anzupassen und sich auch neu zu entwickeln. Von dort aus verbreitet sie sich weiter in die westlichen Länder wie Europa, Amerika oder Australien. Auch dort muss sie erneut ihre Stellung finden und sich den äußeren Gegebenheiten anpassen.",deu,http://dx.doi.org/10.25673/2753,2007,2026-04-14T20:02:05.413462+00:00,opendata,1981185920_9538_Die_Anwendung_der_tibetischen_Medizin_in_Indien_und_Nepal,,SCRAPING
234,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/81163,,Narzissmus in der Paarbeziehung. Potenziale und Grenzen der Paarberatung am Exempel der narzisstischen Kollusion,"Der Narzissmus-Begriff ist allgegenwärtig. Immer mehr Personen betiteln
den*die Beziehungspartner*in als narzisstisch und suchen Rat bei einem*einer
Paartherapeut*in. Die vorliegende Arbeit untersucht das paartherapeutische
Vorgehen bei Paaren, die eine narzisstische Thematik mitbringen. Ferner
wird ermittelt, inwiefern Paartherapeut*innen mit dem Konzept der narzisstischen
Kollusion arbeiten. Hierzu liegen bisher keine empirischen Daten
vor. Es wurden sieben leitfadengestützte Expert*inneninterviews geführt und
nach der inhaltlich-strukturierenden Inhaltsanalyse gemäß Kuckartz ausgewertet.
Es hat sich ergeben, dass narzisstische Beziehungsdynamiken in
der Paartherapie sehr präsent sind und in spezifischer Weise Einfluss auf
das triadische Setting nehmen. Das Konzept der narzisstischen Kollusion
nach J. Willi war den Befragten nur teilweise geläufig. Im Ausblick werden
Empfehlungen für weitere Forschungen benannt.",deu,http://dx.doi.org/10.25673/81163,2021-10-01,2026-04-14T20:02:14.159502+00:00,opendata,1981185920_83118_Narzissmus_in_der_Paarbeziehung._Potenziale_und_Grenzen_der_Paarberatung_am_Exempel,,SCRAPING
235,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/103272,,Cooperative leadership as a condition for patient-reported rehabilitation success,"Introduction: Rehabilitation is a complex intervention that takes place in a complex setting. The MeeR project (characteristics of successful rehabilitation facilities) aims to identify complex conditions of successful rehabilitation outcomes.

Methods: A project with a sequential mixed-methods study design with a quantitative prestudy and a qualitative main study was applied. In the quantitative study, quality assurance data of the German Pension Insurance was used to (1) develop and compute a multifacet z-standardized outcome index based on patient-reported outcome data, (2) rank k = 273 orthopedic rehabilitation facilities comprising n = 112,895 patients and k = 86 cardiac rehabilitation institutions comprising n = 30,299 patients based on their outcome index score by means of a league table, and (3) adjust the ranking by basic patient characteristics (age, gender, diagnosis, weeks out of work prior to rehabilitation, application for pension). In the qualitative main study, k = 6 rehabilitation facilities (orthopedic and cardiac rehabilitation centers) were recruited based on the results of the quantitative analysis: three facilities that ranked top 10% and three facilities that ranked lowest 10% of the adjusted league table. All six rehabilitation facilities were visited each for 1 week by two researchers. We conducted participant observations, expert interviews with medical and administrative leaders, group discussions with rehab team members, and group discussions with patients. Subsequently, a systematic comparison of the results of the upper and lower 10% facilities was conducted to identify those characteristics that distinguished those institutions from one another.

Results: One of the three clusters of characteristics that distinguished the above and below 10% facilities related to teamwork or interdisciplinary cooperation: among others, the extent of interdisciplinary cooperation was higher in the rehabilitation facilities with a higher degree of success, the leading medical doctors were less dominant in these institutions, and there was also a more comprehensive representation of the team within team meetings, i.e., the quality and amount of interdisciplinary cooperation were higher in these institutions compared to rehabilitation facilities with a lower level of success.

Discussion: This project provided qualitative evidence for the role of interdisciplinary cooperation and collaborative leadership and its different facets for patient-related successful rehabilitation in orthopedic and cardiac rehabilitation. It provides valuable insights into the fabric and structure of a rehabilitation institution and a variety of target points for team development and group-leading interventions.",eng,http://dx.doi.org/10.25673/103272,2023,2026-04-14T20:02:21.260260+00:00,opendata,1981185920_105224_Cooperative_leadership_as_a_condition_for_patient-reported_rehabilitation_success,,SCRAPING
236,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/101143,,"‘As long as I have a restroom somewhere […], I am fine’ : a qualitative study on the perspectives of peri- and postmenopausal women on the impact of the urinary component of the genitourinary syndrome of menopause (GSM)","Background: Our aim was to gain insight into the experiences of women suffering from the urinary component of
the Genitourinary Syndrome of Menopause (GSM) and to understand the impact of urinary complaints as part of GSM
on the lives of affected women.
Design: Qualitative study.
Setting: Online, primary care.
Participants and methods: Postmenopausal women aged from 46 to 85 years reporting vaginal and urinary
complaints were recruited to participate in either online or face-to-face focus groups to share their experiences with
urinary complaints as part of GSM. Transcripts of sessions were analysed using qualitative content analysis.
Results: One online focus group, one face-to-face focus group and one online-interview were conducted, involving
11 women. Five a priori assumed main themes related to the impact of urogenital symptoms were identified: daily
life, emotional well-being, sexual functioning, self-concept and body image, and interpersonal relations and communication.
Additionally, two further themes associated with GMS as a clinical condition were inductively found:
unmet healthcare needs, including expectations of affected women regarding menopausal symptoms and a lack
of adequate health education, and aspects on the personal dealing with the complaints, including personal coping
strategies and medical treatment.
Conclusions: This study showed that urinary complaints as part of GSM have, similar to vaginal complaints, negative
impacts on the daily life, the emotional well-being, the sexual functioning, the self-concept and body impact as well as interpersonal relations and communication of affected women. We further identified several unmet healthcare
needs that should trigger improvements in healthcare.",eng,http://dx.doi.org/10.25673/101143,2021,2026-04-14T20:02:27.800305+00:00,opendata,"1981185920_103099_‘As_long_as_I_have_a_restroom_somewhere_[…],_I_am_fine’___a_qualitative_study_on_t",,SCRAPING
237,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/1290,,Religiosität und Rituale - empirische Untersuchungen an ostdeutschen Jugendlichen,"Die Arbeit beschäftigt sich mit Ritualen Jugendlicher im konfessionslosen Kontext Ostdeutschland. Neue Befunde weisen darauf hin, dass ostdeutsche Jugendliche religiöse Rituale durchführen, erlauben jedoch keinen Einblick in Funktionen oder religiöse Erfahrungen während dieser. Es wurden hierzu zwei empirische Studien generiert: In einer Interviewstudie wurden N = 23 Jugendliche befragt. Darauf aufbauend wurden N = 410 Jugendlichen mittels Fragebogen untersucht. Zentrale Ergebnisse sind, dass Adoleszente während der Ritualausführung religiöse Erfahrungen machen, indem sie einen Bezug zu einer übermenschlichen Macht wahrnehmen. Dabei unterscheiden sich religiöse von nicht-religiösen Ritualen in selbstreflektierenden, identitätbildenden und emotionsregulativen Prozessen, wobei letztere durch die emotionale Prägung übermenschlicher Mächte beeinflusst werden.",deu,http://dx.doi.org/10.25673/1290,2014,2026-04-14T20:02:35.885472+00:00,opendata,1981185920_8061_Religiosität_und_Rituale_-_empirische_Untersuchungen_an_ostdeutschen_Jugendlichen,,SCRAPING
